Course,URL,instructor,Price (full),Price (discount),Rank,Instructor URL,Category 1,Category 2,Category 3,Enrollment,Language,Description,Last Update,Date Scraped
Mastering the Art of the Portrait - Drawing For Beginners,www.udemy.com/course/master-portrait-drawing/,Chris Petrocchi,"₩214,500","₩13,200",Rating: 4.4 out of 54.4 - (260),"[(/user/chris-petrocchi/, Chris Petrocchi)]",Design,Other,Portraiture,"3,444",English,How To Draw Human Faces : Realistic Portrait Drawing : Beginners Portraiture Step by Step : How To Draw Portraits : Art,12/2019,01/28/20
Rhino 3D tutorials v5 & v6 Beginner Level to Advanced Level,www.udemy.com/course/rhino-3d-tutorials-from-beginner-level-to-advanced-level/,Alexandre Galin,"₩220,000","₩13,200","Rating: 4.5 out of 54.5 - (2,275)","[(/user/alexandre-galin/, Alexandre Galin)]",Design,Design Tools,Rhino 3D,"8,920",English,Learn from the ground up with these easy to follow videos in Rhinoceros 3D. The videos are regularly updated,10/2019,01/28/20
Painting Environments,www.udemy.com/course/painting-environments/,Hardy Fowler,"₩132,000","₩13,200","Rating: 4.7 out of 54.7 - (1,129)","[(/user/hardyfowler/, Hardy Fowler)]",Design,Graphic Design,Concept Art,"6,267",English,Creating Concept Art Worlds with Photoshop,2/2019,01/28/20
VFX: Complete Houdini Bootcamp,www.udemy.com/course/houdini-create-full-cg-chocolate-commercial-in-houdini/,Raffi Bedross,"₩220,000","₩13,200","Rating: 4.5 out of 54.5 - (2,152)","[(/user/raffibedross/, Raffi Bedross)]",Design,3D & Animation,Houdini Software,"8,884",English,Beginners guide to Houdini FX : The most powerful 3D FX application in the world.No prior knowledge required.,1/2020,01/28/20
UX Design & User Experience Design Course - Theory Only,www.udemy.com/course/how-to-change-careers-and-become-a-ux-designer/,"Daniel Walter Scott, Instructor HQ","₩220,000","₩13,200","Rating: 4.3 out of 54.3 - (2,622)","[(/user/danielwalterscott/, Daniel Walter Scott), (/user/daniel-walter-scott/, Instructor HQ)]",Design,User Experience,User Experience Design,"12,013",English,This course is for anyone interested in learning the theory of UX design.,7/2019,01/28/20
"Become a Material Guru in Blender 2.8x, Cycles",www.udemy.com/course/become-a-material-guru-in-blender-cycles/,Joakim Tornhill,0,"₩55,000",Rating: 4.6 out of 54.6 - (176),"[(/user/joakim-tornhill/, Joakim Tornhill)]",Design,3D & Animation,Blender,"1,003",English,"How to create, use and handle all kind of textures and materials in Blender 2.8x",1/2020,01/28/20
Blender 2.8 Character Creation,www.udemy.com/course/blender-2_8-character-creation/,Darrin Lile,"₩22,000","₩13,200",Rating: 4.7 out of 54.7 - (621),"[(/user/darrinlile/, Darrin Lile)]",Design,3D & Animation,Blender,"3,541",English,Learn to use Blender 2.8 to create your own 3D characters,3/2019,01/28/20
SOLIDWORKS: Become a Certified Associate Today (CSWA),www.udemy.com/course/solidwokrs-go-from-nothing-to-certified-associate-level/,Tayseer Almattar,"₩137,500","₩13,200","Rating: 4.5 out of 54.5 - (2,398)","[(/user/tayseersadiqalmattar/, Tayseer Almattar)]",Design,3D & Animation,SOLIDWORKS,"9,743",English,SolidWorks Training: Learn to Master SolidWorks to the Associate Certification Level Even if You are a Complete Beginner,12/2019,01/28/20
Logo Design Mastery In Adobe Illustrator,www.udemy.com/course/logo-design-mastery-in-adobe-illustrator/,Lindsay Marsh,"₩209,000","₩13,200",Rating: 4.7 out of 54.7 - (410),"[(/user/lindsay-marsh/, Lindsay Marsh)]",Design,Graphic Design,Logo Design,"2,198",English,"Learn Logo Design Theory, The Creative Process, How to Work With Clients & Master Adobe Illustrator Tools",1/2020,01/28/20
WordPress Theme Development with Bootstrap,www.udemy.com/course/bootstrap-to-wordpress/,"Brad Hussey, Code College","₩192,500","₩13,200","Rating: 4.4 out of 54.4 - (7,003)","[(/user/bradhussey/, Brad Hussey), (/user/codecollege/, Code College)]",Design,Web Design,Bootstrap,"44,043",English,Learn how to confidently develop custom & profitable Responsive WordPress Themes and Websites with no prior experience.,7/2016,01/28/20
How to Design a Room in 10 Easy Steps,www.udemy.com/course/how-to-design-a-room-in-10-easy-steps/,Erikka Fogleman,"₩110,000","₩13,200","Rating: 4.5 out of 54.5 - (1,632)","[(/user/erikka-fogleman/, Erikka Fogleman)]",Design,Interior Design, ,"7,027",English,Interior Design Made Simple,11/2019,01/28/20
Cooper Crash Course: Design Thinking in 3 Steps,www.udemy.com/course/cooper-crash-course/,"Cooper Professional Education, Alan Cooper",$194.99,$11.99,"Rating: 4.2 out of 54.2 - (12,660)","[(/user/holly-thorsen/, Cooper Professional Education), (/user/a3210557-0ea6-4a25-81f2-4d50277b6c14/, Alan Cooper)]",Design,User Experience,Design Thinking,"37,208",English,"Understand your audience, envision a creative solution, and test your prototype by Cooper Professional Education",6/2017,01/28/20
Adobe Photoshop CC Essentials | Photoshop Masterclass,www.udemy.com/course/master-adobe-photoshop-cc-6-be-more-productive/,Chris Parker,$199.99,$11.99,"Rating: 4.7 out of 54.7 - (1,381)","[(/user/chrisparker5/, Chris Parker)]",Design,Design Tools,Photoshop,"37,715",English,This Adobe Photoshop masterclass will teach you Photoshop retouching + photo editing. Bonus: 7 Photoshop courses in 1.,12/2019,01/28/20
Cinema 4D Masterclass: The Ultimate Guide for Beginners,www.udemy.com/course/cinema-4d-masterclass-training-course/,Ozgur Gorgun,$199.99,$11.99,Rating: 4.6 out of 54.6 - (833),"[(/user/ozgur-gorgun/, Ozgur Gorgun)]",Design,3D & Animation,Cinema 4D,"3,374",English,"Take your design skills to the next level, into the 3rd Dimension with this Cinema 4D Course",12/2019,01/28/20
ProCreate Masterclass: How to Draw and Paint on iPad Course,www.udemy.com/course/procreate-course-how-to-draw-on-your-ipad-how-to-paint-on-your-ipad/,Scott Harris,$199.99,$11.99,"Rating: 4.5 out of 54.5 - (1,080)","[(/user/54722fd1cda5b/, Scott Harris)]",Design,Other,Procreate Digital Illustration App,"8,127",English,The top course on how to draw and paint on iPad with Procreate and Apple Pencil. Learn to use Procreate within today!,12/2019,01/28/20
How to Use Color Like a Pro,www.udemy.com/course/learn-how-to-use-color-like-a-pro/,Erikka Fogleman,$149.99,$11.99,"Rating: 4.5 out of 54.5 - (1,606)","[(/user/erikka-fogleman/, Erikka Fogleman)]",Design,Interior Design,Color Theory,"8,988",English,Interior Design Color Schemes Made Easy,1/2020,01/28/20
The Complete User Interface Design Bootcamp - Sketch UI/UX,www.udemy.com/course/the-complete-user-interface-design-bootcamp-sketch-uiux/,Arash Ahadzadeh,$199.99,$11.99,Rating: 4.6 out of 54.6 - (157),"[(/user/arash-ahadzadeh/, Arash Ahadzadeh)]",Design,User Experience,User Experience Design,"1,071",English,"Master Sketch software to get a job in UI Design, User Interface, User Experience design, Web Design & UX design.",1/2020,01/28/20
Master SketchUp  - A Definitive Guide From Infinite Skills,www.udemy.com/course/master-sketchup/,Infinite Skills,$49.99,$11.99,"Rating: 4.4 out of 54.4 - (1,546)","[(/user/infiniteskills/, Infinite Skills)]",Design,3D & Animation,SketchUp,"8,389",English,A easy to follow SketchUp course that teaches using practical examples.,1/2017,01/28/20
Canva 2019 Master Course | Use Canva to Grow your Business,www.udemy.com/course/canva-master-course-graphic-design-for-beginners/,Ronny Hermosa,$199.99,$11.99,Rating: 4.8 out of 54.8 - (642),"[(/user/ronny-hermosa/, Ronny Hermosa)]",Design,Graphic Design,Canva,"3,644",English,Design 20+ Graphics for your Business with a Canva Certified Teacher,6/2019,01/28/20
Revit Architecture III Complete Advanced Features Course,www.udemy.com/course/revit-architecture-iii/,Webelocity Designs,$199.99,$11.99,Rating: 4.6 out of 54.6 - (85),"[(/user/jose-c-12/, Webelocity Designs)]",Design,Architectural Design,Revit,"2,653",English,Building Information Modeling : Autodesk Revit Training : BIM Autodesk Revit Software Tutorial : Revit Architecture 2019,1/2020,01/28/20
Adobe After Effects CC: The Complete Motion Graphics Course,www.udemy.com/course/adobe-after-effects-2017-essential-motion-graphics-training/,Louay Zambarakji,$199.99,$11.99,"Rating: 4.5 out of 54.5 - (2,272)","[(/user/ultimateresults/, Louay Zambarakji)]",Design,Design Tools,Motion Graphics,"64,109",English,Create Motion Graphics with Adobe After Effects CC: Best Techniques and Methods to Become a Top Motion Graphics Artist,8/2019,01/28/20
Logo Design in Adobe Illustrator - for Beginners & Beyond,www.udemy.com/course/logodesign/,Daniel Evans,$199.99,$11.99,"Rating: 4.5 out of 54.5 - (2,398)","[(/user/danielevans7/, Daniel Evans)]",Design,Graphic Design,Logo Design,"14,105",English,"Learn from a Published, Multi-Award Winning Logo Designer! 20+ Years Experience!",1/2020,01/28/20
AutoCAD I The Complete Beginner Course From Autodesk Expert,www.udemy.com/course/autocad-i-the-complete-beginner-course-from-autodesk-expert/,Webelocity Designs,$199.99,$11.99,Rating: 4.5 out of 54.5 - (320),"[(/user/jose-c-12/, Webelocity Designs)]",Design,Architectural Design,AutoCAD,"9,221",English,Autodesk AutoCAD: Training Course Basic 2D : Expert Advice From Autodesk Certified Professional : AutoCAD 2019,1/2020,01/28/20
The Ultimate Animal Drawing Course - beginner to advanced,www.udemy.com/course/the-ultimate-animal-drawing-course-beginner-to-advanced/,"Jaysen Batchelor, Quinton Batchelor",$149.99,$11.99,Rating: 4.5 out of 54.5 - (320),"[(/user/jaysen-batchelor/, Jaysen Batchelor), (/user/quinton-batchelor-2/, Quinton Batchelor)]",Design,Graphic Design,Drawing,"3,241",English,Learn the #1 most important building block of all art,5/2019,01/28/20
The Complete Drawing & Painting Illustration Course,www.udemy.com/course/the-complete-drawing-painting-illustration-course/,Jaysen Batchelor,$149.99,$11.99,Rating: 4.6 out of 54.6 - (402),"[(/user/jaysen-batchelor/, Jaysen Batchelor)]",Design,Graphic Design,Illustration,"4,094",English,Create professional illustrations with over 20 projects to learn from,4/2019,01/28/20
The Complete Sketch 5 Course - Design Apps & Websites 2018,www.udemy.com/course/sketchdesign/,"Codestars by Rob Percival, Rob Percival, Andrew Eddy, The Design Academy",$199.99,$11.99,"Rating: 4.6 out of 54.6 - (2,737)","[(/user/codestars/, Codestars by Rob Percival), (/user/robpercival/, Rob Percival), (/user/andreweddy3/, Andrew Eddy), (/user/andrew-eddy-2/, The Design Academy)]",Design,Design Tools,Sketch Software,"12,172",English,"Master Sketch software and learn a modern approach to designing mobile apps, websites, and everything UI/UX",9/2018,01/28/20
Blender Environment Artist: Create 3D Worlds From Scratch,www.udemy.com/course/blenderenvironment/,"Ben Tristem, GameDev.tv Team, Rick Davidson",$94.99,$11.99,Rating: 4.5 out of 54.5 - (911),"[(/user/bentristem/, Ben Tristem), (/user/gamedevtv/, GameDev.tv Team), (/user/rick-davidson-5/, Rick Davidson)]",Design,3D & Animation,Blender,"16,303",English,"Learn Blender basics, composition, texturing, lighting and much more using the new Blender 2.8!",10/2019,01/28/20
Sketching for UX Designers - Boost UX work with pen & paper!,www.udemy.com/course/sketching-for-ux-designers/,"Krisztina Szerovay, István Szép, Gergely Szerovay",$94.99,$11.99,"Rating: 4.6 out of 54.6 - (1,949)","[(/user/krisztinaszerovay/, Krisztina Szerovay), (/user/istvnszp/, István Szép), (/user/gergely-szerovay/, Gergely Szerovay)]",Design,User Experience,User Experience Design,"12,218",English,"Learn how to boost your UX design workflow with sketching user interfaces, animations and storyboarding.",11/2019,01/28/20
Learn to Draw From Your Imagination - Step by Step,www.udemy.com/course/ultimate-guide-to-drawing-from-your-imagination-step-by-step/,Jaysen Batchelor,$149.99,$11.99,Rating: 4.6 out of 54.6 - (362),"[(/user/jaysen-batchelor/, Jaysen Batchelor)]",Design,3D & Animation,Drawing,"6,070",English,Learn how to take ideas from your head and draw them on paper,3/2019,01/28/20
Anatomy Art School: Complete Skeleton Drawing Course,www.udemy.com/course/anatomy-art-school-complete-skeletal-anatomy-drawing-course/,Scott Harris,$194.99,$11.99,Rating: 4.7 out of 54.7 - (107),"[(/user/54722fd1cda5b/, Scott Harris)]",Design,Other,Anatomy,"1,612",English,"Learn to Draw the Anatomy of the Skeleton, building solid foundations for Character Art, Games, Animation, Manga, Comics",12/2019,01/28/20
The Complete Environment Painting Super Course,www.udemy.com/course/the-complete-environment-painting-super-course/,Colton Dubell,$139.99,$11.99,Rating: 4.6 out of 54.6 - (89),"[(/user/colton-dubell/, Colton Dubell)]",Design,Game Design,Digital Painting,"7,907",English,Learn to Draw and Paint Environments from Imagination,8/2019,01/28/20
Fusion 360 For Hobbyists and Woodworkers,www.udemy.com/course/fusion360/,Michael Moyer,$199.99,$11.99,"Rating: 4.5 out of 54.5 - (1,294)","[(/user/michael-moyer-2/, Michael Moyer)]",Design,3D & Animation,Fusion 360,"5,898",English,Learn by doing! Follow along as Mike teaches you to 3D model five projects from start to finish using Fusion 360.,9/2019,01/28/20
Design is in the Details:  How to Accessorize Like a Pro,www.udemy.com/course/design-is-in-the-details/,Erikka Fogleman,$149.99,$11.99,Rating: 4.6 out of 54.6 - (738),"[(/user/erikka-fogleman/, Erikka Fogleman)]",Design,Interior Design, ,"5,564",English,Take your interior design from good to great by focusing on the details,11/2019,01/28/20
Responsive Web Design Essentials - HTML5 CSS3 Bootstrap,www.udemy.com/course/responsive-web-design-tutorial-course-html5-css3-bootstrap/,"Daniel Walter Scott, Instructor HQ",$199.99,$11.99,Rating: 4.7 out of 54.7 - (519),"[(/user/danielwalterscott/, Daniel Walter Scott), (/user/daniel-walter-scott/, Instructor HQ)]",Design,Web Design,CSS,"2,473",English,"The best course for learning the basics of HTML5 and CSS3 from scratch. Including 5 projects, perfect for beginners.",11/2019,01/28/20
3ds Max + V-Ray: 3ds Max PRO in 6 hrs,www.udemy.com/course/intro-to-architectural-visualization-using-3ds-max-and-v-ray_zillus/,Adam Zollinger,$129.99,$11.99,"Rating: 4.2 out of 54.2 - (1,877)","[(/user/adamzollinger2/, Adam Zollinger)]",Design,3D & Animation,3ds Max,"12,839",English,"3ds Max intro course: 3Ds Max and V-Ray for creating 3D architectural imagery, from beginner to advanced",10/2019,01/28/20
Complete Game Character Workflow 01 Character Modeling,www.udemy.com/course/complete-game-character-workflow-series-01-modeling/,Ambience Lee,$199.99,$11.99,Rating: 4.7 out of 54.7 - (393),"[(/user/jingtian-li/, Ambience Lee)]",Design,3D & Animation,Character Modeling,"2,668",English,"Make morden nextgen characters with zbrush, mari, maya and substance",10/2019,01/28/20
The Ultimate Guide to Digitally Painting Everything,www.udemy.com/course/the-ultimate-guide-to-digitally-painting-everything/,Austin Batchelor,$199.99,$11.99,Rating: 4.7 out of 54.7 - (507),"[(/user/austin-batchelor/, Austin Batchelor)]",Design,Game Design,Digital Painting,"14,571",English,A beginners guide to painting anything you can think of,11/2019,01/28/20
The Ultimate Face & Head Drawing Course - for beginners,www.udemy.com/course/the-ultimate-face-head-drawing-course-for-beginners/,Jaysen Batchelor,$149.99,$11.99,Rating: 4.6 out of 54.6 - (289),"[(/user/jaysen-batchelor/, Jaysen Batchelor)]",Design,Graphic Design,Drawing,"2,526",English,Drawing the human face made simple!,8/2019,01/28/20
Master Solidworks 2018 - 3D CAD using real-world examples,www.udemy.com/course/solidworks-2018/,Johno Ellison,$59.99,$11.99,Rating: 4.7 out of 54.7 - (569),"[(/user/johno-ellison/, Johno Ellison)]",Design,Design Tools,SOLIDWORKS,"2,663",English,"The 2018 version of the bestselling Solidworks 3D CAD course - learn modelling for any use, from 3D printing to pro use!",1/2019,01/28/20
Concept Art Architecture,www.udemy.com/course/concept-art-architecture/,Hardy Fowler,$119.99,$11.99,Rating: 4.7 out of 54.7 - (464),"[(/user/hardyfowler/, Hardy Fowler)]",Design,Other,Concept Art,"4,334",English,Design and Paint Stunning Cityscapes,11/2018,01/28/20
GIMP 2.10 Made Easy for Beginners.  Learn GIMP from a pro!,www.udemy.com/course/gimp-made-easy/,Chris Parker,$199.99,$11.99,"Rating: 4.6 out of 54.6 - (1,082)","[(/user/chrisparker5/, Chris Parker)]",Design,Design Tools,GIMP,"9,047",English,"Learn GIMP from a pro photographer. Everything you need to know in 1 GIMP course for Linux, PC + MAC.",8/2019,01/28/20
UI & Web Design using Adobe Illustrator CC,www.udemy.com/course/ui-web-design-using-adobe-illustrator-2017/,"Daniel Walter Scott, Instructor HQ",$199.99,$11.99,"Rating: 4.6 out of 54.6 - (1,762)","[(/user/danielwalterscott/, Daniel Walter Scott), (/user/daniel-walter-scott/, Instructor HQ)]",Design,Web Design,User Interface,"10,784",English,Build professional web & app designs using Adobe Illustrator CC,7/2019,01/28/20
